"","database","document_type","language","author","address","year","title","source","volume","article_number","abstract","doi","issn","publisher","notes","source_type","issue","start_page","end_page","keywords","place_published","pi","we","cp","filename","n_duplicates","relevant_title","relevant_keyword","relevant","screened_abstracts"
"92","scopus","article","english","zhang, x. and wang, m. and liu, k. and xie, j. and xu, h.","state key laboratory of earth surface processes and resource ecology/academy of disaster reduction and emergency management, faculty of geographical science, beijing normal university, beijing, 100875, china and key laboratory of environmental change and natural disasters, ministry of education, beijing normal university, beijing, 100875, china",2018,"using ndvi time series to diagnose vegetation recovery after major earthquake based on dynamic time warping and lower bound distance","ecological indicators","94",NA,"major earthquake occurred in mountainous areas usually cause large number of landslides that lead to severe impact to local vegetation cover and growth. the negative influence to vegetation may last for many year and vegetation recovery may experience dynamic fluctuation. existing methods for vegetation recovery diagnosis face difficulty in capturing the dynamic behaviours both within and between years that makes the interannual comparison impossible. this paper proposes a new method to diagnose regional vegetation recovery after a major earthquake by defining a difference measurement index (dmi) using modis ndvi time series at 8-day interval. this differs from many existing methods in its quantification of the difference between the studied time series and historical samples, by using a proposed algorithm consisting of lower bound distance and dynamic time warping. this algorithm can better differentiate vegetation disturbance from its natural fluctuation. second, the method investigates relatively regional vegetation recovery via a dynamic index, the dmi. vegetation conditions in different years can be compared with a historical benchmark and measured by dmi. this makes it possible to diagnose dynamic vegetation recovery and generate a series of interannual spatial distributions of regional vegetation state. © 2018 elsevier ltd","10.1016/j.ecolind.2018.06.026","1470-160x and 1872-7034","elsevier science bv","export date: 14 november 2023; cited by: 18; correspondence address: m. wang; state key laboratory of earth surface processes and resource ecology/academy of disaster reduction and emergency management, faculty of geographical science, beijing normal university, beijing, 100875, china; email: wangming@bnu.edu.cn","jour",NA,"52","61","difference measurement index and dynamic time warping and earthquake and lower bound distance and ndvi and vegetation recovery and earthquakes and recovery and time series and difference measurements and dynamic time warping and lower bounds and ndvi and vegetation recovery and algorithm and disturbance and earthquake and growth and index method and landslide and modis and mountain region and ndvi and spatial distribution and time series and vegetation cover and vegetation","po box 211, 1000 ae amsterdam, netherlands","amsterdam","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"93","scopus","article","english","bekker, m.f. and metcalf, d.p. and harley, g.l.","department of geography, 690 kmbl, brigham young university, provo, 84602, ut, united states and department of geological sciences, s389 esc, brigham young university, provo, 84602, ut, united states and department of geography, university of idaho, 875 perimeter drive, ms 3021, moscow, 83844, id, united states",2018,"hydrology and hillslope processes explain spatial variation in tree-ring responses to the 1983 earthquake at borah peak, idaho, usa","earth surface processes and landforms","43",NA,"dendrogeomorphic approaches have been used to identify tree-ring responses to earthquakes, and have the potential to contribute new paleoseismic information. however, this potential is limited by the relatively low intensity of damage from earthquakes. in this paper, we present a comparison of tree-ring responses in multiple species to the mw 6.9 1983 borah peak, idaho earthquake across three adjacent but distinct sites with different hydrologic settings, and different types and intensities of co-seismic mass movement. we analyzed samples from 166 trees for a broad range of growth responses, including suppressions, releases, reaction wood, and traumatic resin ducts. the proportions of trees recording growth disturbances at the sites with clear hydrologic changes and/or co-seismic mass movement were twice as high (39–42%) as the site where these processes were less evident (19%), and probability density functions of percentage change in growth for all crossdated trees echoed these results. growth suppressions and reaction wood were common across sites, whereas traumatic resin ducts were only associated with rockfalls and landslides at one site. growth releases were also primarily restricted to one site, and in contrast to previous studies, most of these probably reflected direct improvements in growing conditions via documented increased flow in springs and streams, rather than the indirect influence of reduced competition via the death of neighboring trees. these results highlight the importance of site selection in dendroseismology, and particularly suggest that focusing on sites with potential co-seismic hydrologic changes and mass movement, sampling trees with and without external evidence of earthquake impacts, and understanding the connection between responses and site conditions may facilitate greater contributions of dendrogeomorphic approaches to paleoseismology. © 2018 john wiley & sons, ltd. © 2018 john wiley & sons, ltd.","10.1002/esp.4470","0197-9337 and 1096-9837","john wiley and sons ltd","export date: 14 november 2023; cited by: 11; correspondence address: m.f. bekker; department of geography, 690 kmbl, brigham young university, provo, 84602, united states; email: matthew_bekker@byu.edu; coden: espld","jour","15","3074","3085","debris flow and dendrogeomorphology and dendroseismology and lost river range and resin canals and borah peak and idaho and lost river range and united states and ducts and forestry and importance sampling and plants (botany) and probability density function and resins and rock bursts and site selection and debris flows and dendrogeomorphology and dendroseismology and lost river range and resin canals and debris flow and dendrochronology and earthquake event and earthquake magnitude and geomorphological response and hillslope and hydrology and mass movement and paleoseismicity and spatial variation and tree ring and earthquakes","111 river st, hoboken 07030-5774, nj usa","hoboken","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"94","scopus","conference paper","english","gvarishvili, n. and kiknadze, n. and memiadze, n. and jashi, d. and nakashidze, n.","batumi shota rustaveli state university, georgia and herbarium foundation, batumi botanical garden, georgia",2019,"primary and secondary (natural) phytocenosis and evaluation of their soil cover productivity level of mountainous adjara","international multidisciplinary scientific geoconference surveying geology and mining ecology management, sgem","19",NA,"the present article discusses recent successive processes dynamics in naturally renovated secondary phytocenosis of landslided territories of rich and diverse mountainous adjara region. the comparative analysis of soil cover productivity level, floristic composition and cenotic structure of secondary phytocenosis and alongside slopes are made for identification of successive serial stage. the researches show that at lifeless substrates of landslided slopes, phytocenotic structure is formed with gradual establishment of cenotic inter-relations between species, in parallel with growing the coniferous plants, which is differentiated in terraces. a certain system of natural renovation is created, soil-creation processes are active. the secondary phytocenosis have developed at traces of chestnut copses, beech forests and oak forests of landslided mixed-leafy forest formations, where these species of plants are not met and the renovation of these species is not noted as well. the formation of secondary natural phytocenosis took quiet short period (30 years) in local natural climatic conditions, at landslided areas but the prospect for development of monoclimax ecosystems (forests before landslide) is less supposable in nearest future. ph of renovated forest soil is transitive from average acidity to weak acidity. the soil is full of movable cao,mgo p2o5,k2o concentrations and is poor in humus and nitrogen. natural mixed-leafy forest soil reaction is near to natural. the concentrations of movable calcium are 1-2 times more and movable magnesium 4 times more in it. besides, general humus concentration is 1,75 % more and general nitrogen is 0,232% more which indicates at high productivity level of these soils. natural mixed-leafy forest soil is characterised by much higher productivity (area reaction, concentrations of movable forms of nutritious elements, humus and nitrogen), rather than pine-forest soil, which makes reflect at special compositions of renovated forest and natural renovations process as well. © sgem2019.","10.5593/sgem2019/5.2/s20.077","13142704 (issn); 978-619740876-8 (isbn)","international multidisciplinary scientific geoconference","export date: 14 november 2023; cited by: 2","conf","5.2","619","626","landslided and primary and secondary phytocenosis and soil productivity and succession and calcium oxide and forestry and magnesia and nitrogen and oxide minerals and productivity and climatic conditions and comparative analysis and floristic compositions and high productivity and landslided and phytocenosis and soil productivity and succession and soils",NA,NA,NA,NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"95","scopus","article","english","bunyavejchewin, s. and sinbumroong, a. and turner, b.l. and davies, s.j.","forest research office, department of national parks, wildlife and plant conservation, bangkok, 10900, thailand and department of forest biology, faculty of forestry, kasetsart university, chatuchak, bangkok, 10900, thailand and royal forest department, bangkok, 10900, thailand and smithsonian tropical research institute, apartado 0843-03092, balboa, ancon, panama and center for tropical forest science-forest global earth observatory, smithsonian tropical research institute, p.o. box 37012, washington, 20013, united states",2019,"natural disturbance and soils drive diversity and dynamics of seasonal dipterocarp forest in southern thailand","journal of tropical ecology","35","pii s0266467419000075","in 2000, we established a 24-ha plot in peninsular thailand to investigate how forest composition, structure and dynamics vary with spatial heterogeneity in resource availability. detailed soil and topographic surveys were used to describe four edaphic habitats in the plot. disturbance history was inferred from historical records and floristic analysis. the plot included >119 000 trees ≥1 cm dbh in 578 species, and was recensused in 2010. species distributions, floristic turnover, stand structure, demographic rates and biomass dynamics were strongly influenced by heterogeneity in soils, topography and disturbance history. over 75% of species were aggregated on specific edaphic habitats leading to strong compositional turnover across the plot. soil chemistry more strongly affected species turnover than topography. forest with high biomass and slow dynamics occurred on well-drained, low fertility ridges. the distribution and size structure of pioneer species reflected habitat-specific differences in disturbance history. overall, above-ground biomass (agb) increased by 0.64 mg ha-1 y-1, from 385 to 392 mg ha-1, an increase that was entirely attributable to recovery after natural disturbance. forest composition and stand structure, by reflecting local disturbance history, provide insights into the likely drivers of agb change in forests. predicting future changes in tropical forests requires improved understanding of how soils and disturbance regulate forest dynamics. © cambridge university press 2019.","10.1017/s0266467419000075","0266-4674 and 1469-7831","cambridge university press","export date: 14 november 2023; cited by: 4; correspondence address: s.j. davies; center for tropical forest science-forest global earth observatory, smithsonian tropical research institute, washington, p.o. box 37012, 20013, united states; email: daviess@si.edu; coden: jtece","jour","3","95","107","above-ground biomass and floristic composition and forest dynamics and landslide and soil nutrients and species spatial distribution and topography and tree growth and tree mortality and tropical rain forest and wind disturbance and thailand and biomass and disturbance and floristics and forest dynamics and growth and heterogeneity and mortality and pioneer species and soil nutrient and spatial distribution and topography and wind","32 avenue of the americas, new york, ny 10013-2473 usa","new york","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"96","scopus","article","english","hosseini, s.a.o. and gorgandipour, m. and abdi, e.","forestry and forest economics department, university of tehran, iran",2019,"herbaceous biodiversity and soil properties of stabilised landslide area in northern mountain forest of iran","maejo international journal of science and technology","13",NA,"landslides create many ecological processes on a local scale in the landscape, including subsequent ecological processes. landslide geological effects and their management as well as physical hazards have been thoroughly investigated, but the ecological processes created by landslides and their relationship with measures to rebuild the stability of unstable domains have not been well investigated. the comparison of a landslide area with its adjacent control area in terms of soil properties and vegetation can help us determine the time it takes for recovery. soil properties and herbaceous biodiversity of a stabilised landslide area in the northern mountain forest (kheyrud forest) were investigated and compared with a non-slide adjacent area. in order to study the properties of soil and herbaceous biodiversity in the two areas, 2 * 2 (m) sample plots were used. to calculate biodiversity indexes, past software was used. to compare properties of the areas, independent sample t-test was used. statistical test results showed an insignificant difference between chemical properties and herbaceous diversity of the areas. in this study the means of margalef and menhinick richness were 1.27 and 0.68 respectively in the stabilised area, and 1.43 and 0.73 respectively in the control area. the means of simpson diversity in the stabilised area and control area were 0.76 and 0.66 respectively.the results of the soil mechanical properties comparison showed that the soil texture of the areas of interest was fine grained. soil liquid and plasticity limits were 42.78 and 28.42 respectively in the stabilised area and 42.42 and 29.34 respectively in the control area. it was concluded that the soil mechanical, physical and chemical properties of the stabilised area returned to the original situation over two decades. © 2019 by maejo university, san sai, chiang mai, 50290 thailand.",NA,"19057873 (issn)","maejo university","export date: 14 november 2023; cited by: 1; correspondence address: s.a.o. hosseini; forestry and forest economics department, university of tehran, iran; email: at.hosseini@ut.ac.ir","jour","1","19","28","landslide and herbaceous biodiversity and northern mountain forest of iran and succession and vegetation","mijst orchid bldg, 1st fl, san sai, chiang mai, 50290, thailand","chiang mai","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",2,TRUE,TRUE,TRUE,"selected"
"97","scopus","conference paper","english","hsu, k.-c. and song, g.-z.m. and lin, s.-h. and chang, c.-h.","department of soil and water conservation, chung hsing university, taichung, taiwan and department of landscape architecture, tunghai university, taichung, taiwan",2019,"feasibility evaluation for unmanned-aerial-vehicle seeding on post landslide sites in taiwan","scour and erosion ix - proceedings of the 9th international conference on scour and erosion, icse 2018",NA,NA,"frequent disturbances of typhoons, earthquakes and heavy rains have resulted in large-scale landslides and soil loss in taiwan. in terms of landslide remediation, traditional engineering methods may not work well, because landslides tend to scatter and their area is generally large. the technology of unmanned aerial vehicles (uavs) is approaching maturity. using uavs for seeding has the advantages of mobility and instantaneity. however, their loading capacity is small. the aim of the present study is to develop a recipe for granular vegetating materials which are not too heavy for uavs to carry and still achieve satisfactory seed germination and survival rates. therefore, this study examined the performance of vegetating pellets made with six different formulas, including seed germination rate, pellet spatial distribution after dropped to the field and water absorption and retention rate. after tests in our lab, pellets with a gradient of soil aggregation agent and a kind of fiber material work best and were brought to the field for further tests. when dropping to the landslide site form 5 m above the ground, pellets could hardly stay on the slopes but the toes of landslide sites because of the cube shape. due to little rainfall, plants germinating from pellets didn’t grow and survive well. however, seeds remained in pellets were still able to germinate if water was supplied. currently, this study is in the initial phase, but our results showed that, with enough improvement of pellet producing (e.g. changing their shape), it is feasible to use the technique in the field in the near future. © 2019 taylor & francis group, london.",NA,"978-036707467-8 (isbn)","crc press/balkema","export date: 14 november 2023; cited by: 1","conf",NA,"583","590","antennas and cultivation and erosion and landslides and pelletizing and rain and unmanned aerial vehicles (uav) and water absorption and fiber materials and large-scale landslides and loading capacities and retention rate and seed germination and soil aggregation and survival rate and traditional engineerings and seed",NA,NA,NA,NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"98","scopus","article","english","sanchez-castillo, l. and kosugi, k. and masaoka, n. and kubota, t.","faculty of forestry sciences, autonomous university of nuevo leon, carretera nacional km. 145, linares, p.c. 67700, nuevo león, mexico and forest and biomaterials science division, graduate school of agriculture, kyoto university, kitashirakawa oiwakecho, sakyo-ku, kyoto, 606-8502, japan and forest environment science division, faculty of agriculture, kyushu university, west 5 building, 744 motooka, nishiku, 819-0395, fukuoka, japan",2019,"eco-morphological characteristics of fern species for slope conservation","journal of mountain science","16",NA,"degradation of slopes due to shallow landslide and the subsequent erosional processes are a big challenge on the application of soil bioengineering techniques; that is the use of plants as main structural components of a slope protection and conservation system. an optimal application of soil bioengineering techniques should include not only the technical factor of plants as structural components but also the ecology of species and the plant adaptations to disturbances, which is crucial if a longterm successful slope restoration system is intended. ferns are a dominant understory vegetation species in the forest of japan, but its characteristics and influences on the recovery of shallow landslide scars have not been fully studied yet. this study aims to find out the ecological characteristics of fern species through the calculation of ecological indicators and the quantification of the morphological features of specimens growing on disturbed and non-disturbed forest slopes in japan. gleichenia japonica was found as the vegetation species with biggest ecological indicators on both slopes. the analysis of morphological characteristics of the specimens growing on both sites showed that the development of the specimens is focused in below-ground characteristics. the pull-out force of gleichenia japonica root system as an indicator of ecological adaptation to a constraint environment and morphological characteristics quality is influenced by height and root length according to the principal component analysis. the eco-morphological characteristics of species can be used as an indicator of an optimal element in soil bioengineering establishment for slope conservation proposes. the long and fibrous root system could be placed on forest roads, steep or small slopes where space limitation is an issue for the establishment of bigger species and if the slope conditions allow it, it can control soil losses due to rainfall and provide stability. © 2019, science press, institute of mountain hazards and environment, cas and springer-verlag gmbh germany, part of springer nature.","10.1007/s11629-018-5106-z","1672-6316 and 1993-0321","science press","export date: 14 november 2023; cited by: 12; correspondence address: l. sanchez-castillo; faculty of forestry sciences, autonomous university of nuevo leon, linares, carretera nacional km. 145, p.c. 67700, mexico; email: laura@kyudai.jp","jour","3","504","515","natural regeneration and root system and shallow landslide and slope conservation and soil bioengineering and japan and filicophyta and gleichenia japonica and bioengineering and ecomorphology and fern and landslide and rainfall and root system and slope stability and soil conservation and soil erosion","16 donghuangchenggen north st, beijing 100717, peoples r china","beijing","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,FALSE,TRUE,TRUE,"selected"
"99","scopus","article","english","łuszczyńska, k. and malik, i. and wistuba, m. and krąpiec, m.","university of silesia in katowice, faculty of earth sciences, będzińska 60, sosnowiec, 41-200, poland and agh - university of science and technology, faculty of geology, geophysics and environmental protection, al. mickiewicza 30, kraków, 30-059, poland",2019,"assessment of landslide hazard from tree-ring eccentricity and from compression wood - a comparison","geological quarterly","63",NA,"we have compared maps of landslide activity and hazard, developed with the use of two different dendrochronological indicators: tree-ring eccentricity and reaction (compression) wood. the maps were prepared based on 125 norway spruce (picea abies l. karst.) trees growing at 44 sampling points, distributed over an area of 3.75 km2. in general, the two maps show similar patterns of landslide activity. however, tree-ring eccentricity yielded a greater number of dated events (246) compared to compression wood (129). besides the differences in the absolute values of dating results, the general landslide activity and hazard zonation based on both disturbances are similar. both growth disturbances develop as a result of stem tilting. eccentricity develops after slight tilting, while compression wood is developed when tilting is more significant. because of the differences in the strength of disturbing factors, which cause the development of compression wood and growth eccentricity, the best approach would be to combine the results of dating obtained from the two methods. the dendrochronological analysis of tree growth disturbances (eccentric growth and compression wood) is a promising approach for determining landslide hazards in forested mountain areas and can be applied in spatial management. © 2019, polish geological institute. all rights reserved.","10.7306/gq.1472","1641-7291 and 2082-5099","polish geological institute","export date: 14 november 2023; cited by: 2; correspondence address: k. łuszczyńska; university of silesia in katowice, faculty of earth sciences, sosnowiec, będzińska 60, 41-200, poland; email: katarzyna_luszczynska@o2.pl","jour","2","296","301","eccentric growth and landslide activity and reaction wood and western carpathians and carpathians and western carpathians and picea abies and comparative study and dendrochronology and eccentricity and growth and hazard assessment and landslide and tree ring and wood","rakowiecka 4, bldg a, room 434, pl-00-975 warsaw, poland","warsaw","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"100","scopus","article","english","yang, w. and qi, w. and zhou, j.","school of soil and water conservation, beijing forestry university, beijing, 100083, china and academy of space technology, beijing twenty-first century science and technology development co. ltd., beijing, 100096, china and jianshui research station, key laboratory of state forestry administration on soil and water conservation, beijing forestry university, beijing, 100083, china",2018,"effects of precipitation and topography on vegetation recovery at landslide sites after the 2008 wenchuan earthquake","land degradation and development","29",NA,"an important form of land degradation is that induced by landslides. vegetation recovery at coseismic landslide sites not only plays an important role in reducing soil erosion and increasing land stability but also records the transformation of loose, exposed landslide surfaces into stable hillslopes during the post-seismic years. however, little is known about the vegetation recovery process or its influencing factors. in this study, we use the moderate resolution imaging spectroradiometer (modis) normalized difference vegetation index (ndvi) dataset, tropical rainfall measuring mission (trmm) 3b42 daily precipitation data, and a digital elevation model (dem) to study the impacts of precipitation and topographic parameters on vegetation recovery after the 2008 wenchuan earthquake. our results reveal significant ndvi decreases during the 2008 earthquake and strong recovery in the following years at the coseismic landslide sites. we also found significant negative correlations between precipitation and derivative of the ndvi trend (ndvidt) in 2010 and 2011 and significant positive correlations in 2009 and 2013 at the regional scale. these significant negative correlations indicate that precipitation may trigger landslides to remobilize, depressing the recovery of vegetation at coseismic landslide sites during the first few years following a major earthquake. the results further show that site-specific vegetation recovery is determined by topographic parameters at the local scale. in general, vegetation recovery is weaker at low elevations (<1,300 m) and high elevations (>3,300 m), and it is also weaker on gentler slopes (<35°) than on steeper slopes (>35°). © 2018 john wiley & sons, ltd.","10.1002/ldr.3098","1085-3278 and 1099-145x","john wiley and sons ltd","export date: 14 november 2023; cited by: 26; correspondence address: j. zhou; school of soil and water conservation, beijing forestry university, beijing, 100083, china; email: zjx001@bjfu.edu.cn","jour","10","3355","3365","coseismic landslides and mountain earthquake and precipitation and topography and vegetation recovery and china and sichuan and wenchuan and earthquakes and landslides and precipitation (chemical) and radiometers and rain and rain gages and recovery and satellite imagery and surveying and topography and 2008 wenchuan earthquakes and digital elevation model and moderate resolution imaging spectroradiometer and negative correlation and normalized difference vegetation index and positive correlations and tropical rainfall measuring missions and vegetation recovery and coseismic process and landslide and precipitation (climatology) and sichuan earthquake 2008 and topographic effect and vegetation dynamics and vegetation","111 river st, hoboken 07030-5774, nj usa","hoboken","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"101","scopus","article","english","tzeng, h.-y. and wang, w. and tseng, y.-h. and chiu, c.-a. and kuo, c.-c. and tsai, s.-t.","department of forestry, national chung hsing university, taichung, taiwan and experimental forest management office, national chung hsing university, taichung, taiwan and deptartment of sustainable tourism, graduate institute of environmental resources management, trans world university, douliou, yunlin, taiwan",2018,"tree mortality in response to typhoon-induced floods and mudslides is determined by tree species, size, and position in a riparian formosan gum forest in subtropical taiwan","plos one","13","e0190832","global warming-induced extreme climatic changes have increased the frequency of severe typhoons bringing heavy rains; this has considerably affected the stability of the forest ecosystems. since the taiwan 921 earthquake occurred in 21 september 1999, the mountain geology of the island of taiwan has become unstable and typhoon-induced floods and mudslides have changed the topography and geomorphology of the area; this has further affected the stability and functions of the riparian ecosystem. in this study, the vegetation of the unique aowanda formosan gum forest in central taiwan was monitored for 3 years after the occurrence of floods and mudslides during 2009–2011. tree growth and survival, effects of floods and mudslides, and factors influencing tree survival were investigated. we hypothesized that (1) the effects of floods on the survival are significantly different for each tree species; (2) tree diameter at breast height (dbh) affects tree survival–i.e., the larger the dbh, the higher the survival rate; and (3) the relative position of trees affects tree survival after disturbances by floods and mudslides–the farther trees are from the river, the higher is their survival rate. our results showed that after floods and mudslides, the lifespans of the major tree species varied significantly. liquidambar formosana displayed the highest flood tolerance, and the trunks of lagerstoemia subcostata began rooting after disturbances. multiple regression analysis indicated that factors such as species, dbh, distance from sampled tree to the above boundary of sample plot (far from the riverbank), and distance from the upstream of the river affected the lifespans of trees; the three factors affected each tree species to different degrees. furthermore, we showed that insect infestation had a critical role in determining tree survival rate. our 3-year monitoring investigation revealed that severe typhoon-induced floods and mudslides disturbed the riparian vegetation in the formosan gum forest, replacing the original vegetation and beginning secondary succession. moreover, flooding provided new habitats for various plants to establish their progeny. by using our results, lifecycles of trees (including death) can be understood in detail,facilitating riparian vegetation engineering in forests severely disturbed by typhoon-induced floods and mudslides. © 2018 tzeng et al. this is an open access article distributed under the terms of the creative commons attribution license, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","10.1371/journal.pone.0190832","19326203 (issn)","public library of science","export date: 14 november 2023; cited by: 12; correspondence address: s.-t. tsai; deptartment of sustainable tourism, graduate institute of environmental resources management, trans world university, douliou, yunlin, taiwan; email: jamestsai.jt@gmail.com; coden: polnc","jour","1",NA,NA,"cyclonic storms and ecosystem and floods and landslides and taiwan and trees and article and environmental monitoring and flooding and forest and hurricane and lagerstoemia subcostata and landslide and life cycle stage and lifespan and liquidambar formosana and mortality and nonhuman and plant height and population size and riparian ecosystem and secondary succession (community) and survival rate and taiwan and tree and tree growth and vegetation and ecosystem and growth, development and aging","1160 battery street, ste 100, san francisco, ca 94111 usa","san francisco","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"102","scopus","article","english","wistuba, m. and malik, i. and krapiec, m.","university of silesia in katowice, faculty of earth sciences, ul. bedzinska 60, sosnowiec, 41-200, poland and agh university of science and technology, faculty of geology, geophysics and environmental protection, al. mickiewicza 30, kraków, 30-059, poland",2018,"can we distinguish between tree-ring eccentricity developed as a result of landsliding and prevailing winds? consequences for dendrochronological dating","geochronometria","45",NA,"the aim of our study was to compare patterns of tree-ring eccentricity developed in nor-way spruce trees as a result of landsliding with the one caused by the prevailing wind (in 2 study sites), and with the normal growth of trees (in 2 reference sites). we sampled 20 trees per study site and 10 per reference site. two cores were taken from each tree (120 cores in total) from the upslope and downslope, windward and leeward sides of stems. ring widths measured on opposite sides of stems were compared using the method of percent eccentricity index. graphs of the index obtained for individual trees were analysed. statistical indicators were calculated for a percent eccentricity in-dex. disturbance events were dated and the response index was calculated. the results show that the patterns of eccentricity developed as a result of the prevailing winds and due to landsliding differ from one another and from the reference sites. the results suggest that the impact of the prevailing wind on tree growth is more severe than the impact of landsliding. the difference may result from the slow-moving character of the landslide under study. the results, however, indicate that wind impact should be taken into account in dendrogeomorphic research and that the impact of mass movements should be considered in dendroecological studies on wind. © 2018 m. wistuba et al.","10.1515/geochr-2015-0098","17338387 (issn)","sciendo","export date: 14 november 2023; cited by: 11; correspondence address: m. wistuba; university of silesia in katowice, faculty of earth sciences, sosnowiec, ul. bedzinska 60, 41-200, poland; email: malg.wistuba@gmail.com","jour","1","223","234","dendrochronology and tree-ring dating and landslide and prevailing wind and tree-ring eccentricity and magnitude-frequency relationships and complex landslide and mass movements and growth and mountains and reconstruction and precipitation and terrain and impacts and example","bogumila zuga 32a, warsaw, mazovia, poland","warsaw","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"103","scopus","article","english","pang, c.-c. and ma, x.k.-k. and hung, t.t.-h. and hau, b.c.-h.","school of biological sciences, kadoorie biological sciences building, university of hong kong, room 3s05, pokfulam road, hong kong and outdoor wildlife learning hong kong, hong kong and pok yat house, pok hong estate, sha tin, n.t., hong kong",2018,"early ecological succession on landslide trails, hong kong, china","ecoscience","25",NA,"in southeast asia, intensive rainstorms caused by strong monsoon and tropical cyclones can trigger landslides in mountainous or hilly regions, which may significantly impact the natural terrains. this mostly includes the loss of vegetation cover, the emptying of seed banks and degradation of the top soil. the objective of this study was to assess the spontaneous vegetation regeneration on nine landslide trails approximately 2.5 years after disturbance. a systematic vegetation sampling was conducted using 5 × 5 m quadrats. a total of 1,304 individuals from 72 tree and shrub species were recorded across the landslide trails, with a mean density of 1.09 ± 0.71 individual m-2. the woody component of the regeneration was dominated by birddispersed species, followed by wind-dispersed species. ground cover was dominated by two matforming ferns dicranopteris pedata and blechnum orientale. in order to facilitate the vegetation restoration and to speed up ecological succession on landslides, it is recommended to establish pioneer trees to improve both the top soil stability and soil-building process. the importance of providing bird perches must be emphasized, as it improves seed rain to the disturbed landscapes, thus promoting the regrowth of trees and shrubs. © 2018 université laval.","10.1080/11956860.2018.1431377","1195-6860 and 2376-7626","taylor & francis inc","export date: 14 november 2023; cited by: 11; correspondence address: c.-c. pang; school of biological sciences, kadoorie biological sciences building, university of hong kong, room 3s05, pokfulam road, hong kong; email: chiupang@hku.hk","jour","2","153","161","dispersal agents and ecological succession and landslide trails and regeneration and china and hong kong and southeast asia and aves and blechnum orientale and dicranopteris pedata and filicophyta and degradation and fern and ground cover and habitat restoration and landslide and mountain region and rainstorm and regrowth and sampling and seed dispersal and seed rain and shrub and succession and topsoil and tropical cyclone and vegetation cover","530 walnut street, ste 850, philadelphia, pa 19106 usa","philadelphia","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
"104","scopus","article","english","yang, w. and qi, w. and zhou, j.","school of soil and water conservation, beijing forestry university, beijing, 100083, china and beijing twenty-first century science and technology development co., ltd., beijing, 100096, china and jianshui research station, key laboratory of state forestry administration on soil and water conservation, beijing forestry university, beijing, 100083, china and twenty first century aerospace technology co., ltd., beijing, 100096, china",2018,"decreased post-seismic landslides linked to vegetation recovery after the 2008 wenchuan earthquake","ecological indicators","89",NA,"major mountain earthquakes could have long-term impacts on post-seismic landslide activities. yet, we have limited understanding of the duration of these impacts due to a lack of long-term consistent observation. this study combines multi-year high spatial resolution and high temporal resolution remote sensing images collected before and after the 12 may 2008 mw 7.9 wenchuan earthquake to investigate post-seismic landslide changes and vegetation recovery processes at landslide sites in the epicentral area. we found that the earthquake caused significant vegetation damage by triggering co-seismic landslides. since that time, vegetation at these landslide sites has been continuously recovering, and the total post-seismic landslide area is decreasing concurrently. post-seismic vegetation recovery reflects and possibly promotes the decrease of post-seismic landslide activities. our findings on post-seismic vegetation recovery at landslide sites indicate that the wenchuan earthquake's impact on regional post-seismic landslide frequency may disappear within two decades after the major event. © 2017 elsevier ltd","10.1016/j.ecolind.2017.12.006","1470-160x and 1872-7034","elsevier science bv","export date: 14 november 2023; cited by: 65; correspondence address: w. yang; school of soil and water conservation, beijing forestry university, beijing, 100083, china; email: yang_wentao@bjfu.edu.cn","jour",NA,"438","444","co-seismic landslide sites and post-seismic landslide changes and vegetation recovery and wenchuan earthquake and geophysics and landslides and recovery and remote sensing and seismology and vegetation and 2008 wenchuan earthquakes and high spatial resolution and high temporal resolution and remote sensing images and seismic landslides and vegetation damage and vegetation recovery and wenchuan earthquake and earthquakes","po box 211, 1000 ae amsterdam, netherlands","amsterdam","science citation index expanded (sci-expanded)",NA,"raw_data/2023-11-14_scopus.ris",1,TRUE,TRUE,TRUE,"selected"
